Title,Body,Category,SubCategory,Opened At,Team
service now new sub category request,sub category hi guys fine part work integrating ticketing add sub category application groups help setting please let further input kindest wishes senior engineer,Inquiry / Help,Antivirus,8/3/2016 13:53,Support Team
request for mail merge windows upgrade has started,merge upgrade has started hello dear please merge include also word file attach file merge please let questions thank guys kind regards infrastructure ext phone october upgrade has started hello user name find out announcements rollout upgrade started ago since then upgrade maybe,Network,Wireless,8/3/2016 13:53,Networking Team
windows upgrade assistance with clearing disk space,upgrade assistance dear upgrade unfortunately enough drive please assistance extend drive free second partition order complete upgrade thank kind regards developer ext,Software,Operating System,8/3/2016 13:56,Software Team
access level,level hello has user stage machines rights user please assign kind regards engineer,Inquiry / Help,Email,8/3/2016 13:56,Support Team
access,hi please granted error after logging thanks,Inquiry / Help,Internal Application,8/3/2016 13:57,Support Team
migration,migration dear please help create repositories client thanks senior software developer,Software,Email,8/3/2016 13:57,Software Team
check approval flow requisition not yet approved,re updated action required approve requisition kind reminder approved,Inquiry / Help,Internal Application,8/3/2016 13:58,Support Team
remove access from leavers mailbox,view ethical options hi main boxes want think these archived off more than almost years since left thanks october view ethical options view october lies ahead investing better future ethical options view window icon view view view view mr expert analysis view take closer growing political tensions re election means rise interest rates imminent view october lies ahead view october affecting markets head strategy reflects trump term far meant markets he also considers future european economy continued negotiations view investing better future ethical options investing better future ethical options head responsible discusses how values based investing aims make positive social impact well return find out more about investing better future expert view head strategy head strategy where he advises senior fund economic political analysis posts by view yellow head responsible runs oversees environmental social issues sri ethical funds she sits advisory committee board director years posts by view yellow servicing privacy policy make complaint make receive please add book display properly view connect twitter plus registered sc road edinburgh eh by regulation authority regulated by conduct authority regulation authority brand proposition other subsidiaries more information visit images reproduced under licence rights reserved nm log,Inquiry / Help,Internal Application,8/3/2016 13:58,Support Team
notification windows updates installation on development test stage servers october,updates installation test stage october dear please informed testing stage patched saturday october pm please notify scheduled works affected during form attached best regards kind regards engineer,Software,Email,8/3/2016 13:59,Software Team
ultima,ultima ultima mea si care care monitor etc,Inquiry / Help,Email,8/3/2016 13:59,Support Team
retrieve old laptop from po,purchase po dear purchased please log allocation please log retrieve old device after receive item please take consideration mandatory receipts section order receive item ordered how video please explorer kind regards administrator,Inquiry / Help,Internal Application,8/3/2016 14:00,Support Team
for federation,federation hi question starting uses official communication tool please advise how link client thank,Inquiry / Help,Internal Application,8/3/2016 14:00,Support Team
ticket to be raised to replace,wednesday october pm raised replace hello please ask help allocate replace low performance decommissioned ago thank help kind regards wednesday october pm re needed july replacement hello sitting room were waiting appropriate resources make swap think alone kind regards engineer october re needed july replacement hi resurrecting subject because too progressed matter please let replaced after were expecting response side please advise kind regards thursday pm re needed july replacement replace entire downtime cannot done within also well kilos heavy pretty difficult given weight replace by myself kind regards engineer re needed july replacement hi thanks coming back surely sounds way too complicated swapping whole redo test equipment rack please proceed let assistance matter kind regards thursday re needed july replacement same connector understand compatible spec sheets these found other compatible well device buy certain replacement batteries where found were selling replacement batteries electrician hazards hot swapping even says re hot downtime comfortable doing never done fan high voltage keep looking definitive battery packs compatible kind regards engineer re needed july replacement hello apologies delay response checked battery replaced ask advise proceed instead switching entire by way expected downtime work carried out guessing expertise aspect please kind regards friday pm re needed july replacement hello finished testing bad connect via interface via serial port software information pretty vague charged connected older other ones had were powering reason thought more warning about took estimating rd rack least minutes more thinking better swap out batteries haven checked compatible instead switching entire further labour kind regards engineer re needed july replacement hello discussed earlier currently decommissioned test possible help today please advise kind regards tuesday re needed july replacement hello sorry delayed response leave yesterday slight problem testing order track down uptime submit certain load which means unplugging plugging everything how much draws calculate under therefore unsure how test without disruption existing setup moment please advise kind regards engineer needed july replacement hi believe involved testing devices right closed wanted ask help test proves better than than replacing existing installed assist please advise kind regards thursday pm re needed july replacement hi receipt stored room rest boxes next chapmen kind regards re needed july replacement hi thanks confirmation picked morning arrive sometimes afternoon regard testing undergo same analysis existing ones more main receive intact well boxes paperwork contracts which handed over chapmen possible please come back details testing part friday kind regards wednesday pm re needed july replacement hi tomorrow let how intend conduct test kind regards re needed july replacement hi leave best copy whole tomorrow thanks needed july replacement hello further arranged collected tomorrow arrive sometimes afternoon next step tested results after compare devices decide which replace setup same second going please help testing once arrives unavailable tomorrow anyone receive via courier please advise kind regards needed july replacement hi confirmed different connectors well also regular plugs redundancy he asking main installed decided keep both matter replacing next kind regards thursday pm needed july replacement hi got kind regards re needed july replacement agree lets requires until arrives weeks rack available install test parallel please guys connectors match available room thanks thursday re needed july replacement quite going transportation after re needed july replacement hi particularly concerned about which holds controller minimum autonomy production equipment least less than allow enough reaction unplanned outage aim reuse proves better upgrade replace batteries otherwise regards july re needed july replacement thanks recall got rather similar results especially minutes minutes neither which much outage added thread his awareness room units remaining values charge mins mins mins mins guess nothing room critical care about two low values respective cabinets course perhaps hungry cab kind regards july re needed july replacement please find reports also ran calibration each accurate results please let how assist further status battery transfer battery test temperature remaining sec input input voltage output output voltage load amps output va output battery status battery battery voltage batteries status battery transfer battery test temperature remaining minutes seconds input input voltage output output voltage load amps output va output battery status battery battery voltage batteries battery transfer battery test temperature remaining minutes seconds input voltage output voltage frequency load load apparent load va load amps battery status battery voltage kind regards engineer july re needed july replacement hi ah interesting test result close self test diagnostics result perhaps take self test diagnostics result each accurate enough therefore please ahead perform self test diagnostics each other let results by way unplugged commando plugs assume ones perfectly safe unplug volts plug reason larger than plugs amps maybe amps rather than amps expect pin design prevent arcing even unplugged drawing amp load plug unplug these things several times per unplugged moving racks re distributing load cheers july needed july replacement hello contacting regarding raised about checking has performed bit reluctant perform other ones honest findings he had by testing manually close self diagnostics devices themselves self diagnostic said has minutes calculated minutes wondering order proceed further having take feasible perform automated self diagnostics instead kind regards engineer july re needed july replacement hi tested details timed rundown fixed cables units which fed by commando cable couplers under cabinets cabling cab looks comfortable playing cabling running other electrician,Software,Operating System,8/3/2016 14:02,Software Team
old laptop retrieval,allocation retrieve old hello please two tickets allocation retrieve old users best regards technician,Software,Operating System,8/3/2016 14:02,Software Team
net,si el se si senior engineer,Inquiry / Help,Internal Application,8/3/2016 14:05,Support Team
career change,change hi please let how changed myself colleagues which thanks senior,Hardware,Disk,8/3/2016 14:05,Hardware Team
change of line manager,change hello please help change tried make change failed clicked save information after changing got confirmation information changed active submit button change reopened form thanks head,Hardware,Disk,8/3/2016 14:08,Hardware Team
notification maintenance works on dashboard time,dashboard work dear dashboard unavailable thursday please notify users attached document thanks engineer,Software,Operating System,8/3/2016 14:08,Software Team
old access request,hello informed old going decommissioned closed right old archive specify location library require best regards engineer links working hi problems links which inaccessible please assist matter links overview tried posting platform throws out saying successful thank assistance,Hardware,Disk,8/3/2016 14:10,Hardware Team
project reports updated information,reports updated information hi let help making changes reports information reg name latest information which reports thank wednesday october pm re reports updated information hi please detailing changes done best regards october pm reports updated information hi advise how change information showed reports old changes almost thank,Network,DHCP,8/3/2016 14:10,Networking Team
leaver form for sit leave date october location,leaver form leave date october location hello leaver form has filled by name leaving date october location ad forwarder leaver mailbox did leaver roaming profile did leaver ad rights personal mailbox approver did leaver rights inventory storage required information name work location details floor seat did leaver did leaver token did leaver mobile phone subscription did leaver other commercial accounts leaver has detected changed automatic by approver backup pm purchase coordinator approver approver approver approver discipline responsible other did leaver did leaver did leaver did leaver did leaver number did leaver extension leaving details unplanned comments building rd floor needed tickets automatically logged best regards note mailbox receive messages,Hardware,Disk,8/3/2016 14:13,Hardware Team
azure subscription for development purposes,azure subscription purposes hi wanted ask options terms azure subscription purposes steps obtain indicative costs these fixed currently subscription member how ever since he going part more were thinking dedicated azure further thank senior developer mob zone,Software,Email,8/3/2016 14:13,Software Team
leaver form for leave date october location tower,leaver form leave date october location tower hello leaver form has filled by name leaving date october location tower ad forwarder leaver mailbox did leaver roaming profile did leaver ad rights personal mailbox approver did leaver rights inventory storage required information name work location details floor seat did leaver did leaver token did leaver mobile phone subscription did leaver other commercial accounts leaver has detected changed automatic by approver backup pm purchase coordinator approver approver approver approver discipline responsible other did leaver did leaver did leaver did leaver did leaver number did leaver extension leaving details unplanned comments needed tickets automatically logged best regards note mailbox receive messages,Database,DB2,8/3/2016 14:14,DB Team
new pipeline code access,re updated pipeline code hi tried enter provide code thanks,Network,IP Address,8/3/2016 14:14,Networking Team
computer account deletion,computer deletion please ad computer reinstalled needs rejoined regards administrator,Software,Operating System,8/3/2016 14:15,Software Team
account request,hi beast regards,Hardware,CPU,8/3/2016 14:15,Hardware Team
butler wants to access delivery,wants view accept decline requests,Hardware,CPU,8/3/2016 14:16,Hardware Team
career added to the reports,added reports hi add adjustments prod details reports about benefits report secured hi rise thanks best regards application engineer wednesday october re added reports hi thank brings please help by reports prod details reports under details ex details reports under ex details benefits deal later stage please let help kind regards tuesday october pm added reports hi please reports inform find column after name thanks best regards application engineer october re added reports hi attached reports details ex details kind regards wednesday october added reports hi add column way mentioned take work also provide exact storage report order avoid making changes unnecessary reports thank hi rise please assign reports thanks best regards application engineer tuesday october pm added reports hi help assessing add column details report please let possible how takes add near column thank officer,Inquiry / Help,Antivirus,8/3/2016 14:16,Support Team
leaver form for leave date location bogota,leaver form leave date location hello leaver form has filled by name leaving date location ad forwarder leaver mailbox did leaver roaming profile did leaver ad rights personal mailbox approver did leaver rights inventory storage required information name work location details floor seat did leaver did leaver token did leaver mobile phone subscription did leaver other commercial accounts leaver has detected changed automatic by approver backup pm purchase coordinator approver approver approver approver discipline responsible other did leaver did leaver did leaver did leaver did leaver number did leaver extension leaving details mutual termination comments needed tickets automatically logged best regards note mailbox receive messages,Database,Oracle,8/3/2016 14:18,DB Team
wants to access attrition management reporting final,wants attrition final require view leaving details accept decline requests,Inquiry / Help,Antivirus,8/3/2016 14:18,Support Team
for development,hello phone developing assigned please let available phone which assigned thank software developer,Network,DNS,8/3/2016 14:20,Networking Team
visual studio licence,visual studio licence hello today received visual studio licence expire tomorrow help please kind regards engineer,Software,Email,8/3/2016 14:20,Software Team
change pm for project,change pm hi please change pm pm please change owner regards,Hardware,Disk,8/3/2016 14:20,Hardware Team
new purchase po,purchase po dear purchased please log allocation after receive item please take consideration mandatory receipts section order receive item ordered find instructions bottom under how receipt goods thank kind regards administrator,Database,Oracle,8/3/2016 14:20,DB Team
access for,hello please she work repository stronger together key cannot find her give her write permissions thank senior developer,Network,Wireless,8/3/2016 14:21,Networking Team
th floor,floor hello recently got position doing shadowing requires floor floor please help kind regards,Software,Operating System,8/3/2016 14:21,Software Team
access cards details,ultima la la care va,Hardware,Monitor,8/3/2016 14:25,Hardware Team
device alert notification toner bottle is almost empty,device toner bottle almost empty printer toner almost empty details low toner copier toner almost empty details low toner scanner ready details model name device name comment floor host name name print name file name printer name zone name name computer name share name device good notified,Inquiry / Help,Internal Application,8/3/2016 14:25,Support Team
new purchase po,purchase po dear purchased please log allocation after receive item please take consideration mandatory receipts section order receive item ordered find instructions bottom how important goods kind regards administrator,Software,Operating System,8/3/2016 14:25,Software Team
old laptop retrieval,rom allocation retrieve old hello please two tickets allocation retrieve old users best regards technician,Network,DHCP,8/3/2016 14:25,Networking Team
admin rights,rights hello please rights thank senior tester,Database,MS SQL Server,8/3/2016 14:25,DB Team
access,hello please same thank engineer,Network,DNS,8/3/2016 14:25,Networking Team
creative services discipline career change to,creative discipline hello please advised employees were transferred creative discipline starting october changes were made rest details remains same transfer form completed employees job title senior job title designer job title designer further needed please let thank administration officer,Hardware,CPU,8/3/2016 14:26,Hardware Team
change job title,change job title hello please change job title engineer best regards,Inquiry / Help,Internal Application,8/3/2016 14:26,Support Team
headset replacement,headset replacement hi note inform headset issued joined swapped pair by microphone had stopped working pair please let further information,Network,IP Address,8/3/2016 14:30,Networking Team
reception po,hello received items po please advise please log thank engineer,Network,IP Address,8/3/2016 14:30,Networking Team
en,va ultima mea ca care la mine actual fie va ca ii senior tester,Inquiry / Help,Email,8/3/2016 14:31,Support Team
approval flow for,flow hi please help flow code pm approver code which also add second approver other similar role please thank,Network,VPN,8/3/2016 14:31,Networking Team
allocation new purchase po,purchase po dear purchased tv led please log allocation after receive item please take consideration mandatory receipts section order receive item ordered instructions how receive item bottom under how receipt goods thank administrator,Hardware,Keyboard,8/3/2016 14:31,Hardware Team
remove from,hello please mailing she part thank regards senior tester,Hardware,Keyboard,8/3/2016 14:31,Hardware Team
add a new laptop to the network,add hello had received please add number thank,Inquiry / Help,Email,8/3/2016 14:31,Support Team
access on storage,re updated storage requested storage unfortunately application engineer,Database,MS SQL Server,8/3/2016 14:31,DB Team
we need upgrade of caps,upgrade caps hi upgrade caps large same caps running which requires least blocker right fixed possible kind regards,Hardware,Memory,8/3/2016 14:32,Hardware Team
documents,hi please help deleting two highlighted contract tried delete these files please find contract link contract id thanks officer,Database,Oracle,8/3/2016 14:32,DB Team
password reset on,contacted she wanted recommended way changing,Inquiry / Help,Internal Application,8/3/2016 14:34,Support Team
need admin account as domain admin,hello given back role rules logs radius while working way without role glad hear thanks senior consultant infrastructure,Network,Wireless,8/3/2016 14:34,Networking Team
old,hello informed migrated documentation old under functions documentation documentation follow link also given permissions best regards engineer old dear head communication engagement please consider environment printing content communication classified confidential proprietary information content communication intended solely individual entity whom addressed others authorized receive intended recipient hereby notified disclosure copying taking action reliance contents information strictly prohibited unlawful received communication error please notify immediately by responding communication then delete integrity communication has maintained nor communication free viruses interceptions interference appreciate assistance preserving confidentiality correspondence thank wednesday october old la la running director central,Inquiry / Help,Internal Application,8/3/2016 14:36,Support Team
suspicious mail,suspicious hi guys received attached did apply had person marking suspicious guys please take over best regards,Database,Oracle,8/3/2016 14:36,DB Team
final call digital transformation,final call digital hi expecting seems please take br senior tester tuesday october pm final call digital dear remind finalizing registration digital which scheduled take amsterdam november amsterdam please find attached event agenda event induce high level participation provide appropriate platform dialogue peers variety industries involved digital speaker panel comprised senior professionals several years experience acclaimed companies sap ibm etc format event combination panel discussions study presentations encourage maximal interaction attempt benefit discount until october wish book then please fill registration form attached agenda back via alternatively directly event parity events highly encourage share information other relevant colleagues since possibility discount well looking forward seeing amsterdam kindly ignore registered event kind regards temp corporate parity temp digitalization conf parity,Database,MS SQL Server,8/3/2016 14:37,DB Team
delete file,contacted advised file needs deleted descriptions view paged head template id descriptions,Inquiry / Help,Internal Application,8/3/2016 14:37,Support Team
unusual problem recall to sign on on such event,unusual problem recall sign event hi received weird person called temp recall sign event neither subscribe event want forward print screens because how download option download file download thank tester,Network,DNS,8/3/2016 14:39,Networking Team
received on corporate,received corporate dear please add attached concerns best regards senior tester,Network,DNS,8/3/2016 14:39,Networking Team
card de access,card inca card october monitoring analyst st october consultant cl internship program date october care si,Hardware,Mouse,8/3/2016 14:43,Hardware Team
server access to be removed,removed dear please assist rights locations main location store human resources store human resources let thanks,Hardware,Disk,8/3/2016 14:43,Hardware Team
instance storage size increase,re updated instance storage size increase hello please advise additional action done part restarting instance blocks available mounted run run user thanks design lead,Hardware,Disk,8/3/2016 14:43,Hardware Team
final call digital transformation filter,final call digital received tuesday october pm final call digital dear remind finalizing registration digital which scheduled take amsterdam november amsterdam please find attached event agenda event induce high level participation provide appropriate platform dialogue peers variety industries involved digital speaker panel comprised senior professionals several years experience acclaimed companies sap ibm etc format event combination panel discussions study presentations encourage maximal interaction attempt benefit discount until october wish book then please fill registration form attached agenda back via alternatively directly event parity events highly encourage share information other relevant colleagues since possibility discount well looking forward seeing amsterdam kindly ignore registered event kind regards temp corporate parity temp digitalization conf parity,Inquiry / Help,Antivirus,8/3/2016 14:43,Support Team
final call digital transformation,re final call digital tester wednesday october final call digital hello received please tester tuesday october pm final call digital dear remind finalizing registration digital which scheduled take amsterdam november amsterdam please find attached event agenda event induce high level participation provide appropriate platform dialogue peers variety industries involved digital speaker panel comprised senior professionals several years experience acclaimed companies sap ibm etc format event combination panel discussions study presentations encourage maximal interaction attempt benefit discount until october wish book then please fill registration form attached agenda back via alternatively directly event parity events highly encourage share information other relevant colleagues since possibility discount well looking forward seeing amsterdam kindly ignore registered event kind regards temp corporate parity temp digitalization conf parity,Network,DNS,8/3/2016 14:43,Networking Team
add am as owners to users,add owners users hi dear please add owners users thank best regards engineer,Software,Email,8/3/2016 14:43,Software Team
risky mail received this morning,risky received morning hi received today which organization which seems risky please find link document senior tester se,Software,Operating System,8/3/2016 14:46,Software Team
known pipeline code for mercury,known pipeline code mercury dear please known pipeline code mercury opp opportunity id thank,Database,Oracle,8/3/2016 14:46,DB Team
account locked,locked hi seems locked she cannot log please thank senior tester,Database,Oracle,8/3/2016 14:50,DB Team
please provide info action item under time constraint,please provide action item under constraint please provide information boxes under constraints purposes image thank se forgive errors,Inquiry / Help,Internal Application,8/3/2016 14:50,Support Team
wants to share final with everyone,wants share final everyone want share final key everyone accept decline requests,Network,VPN,8/3/2016 14:51,Networking Team
ms project,re license please pc thanks id image senior engineer id image ext id image cell id image id image upcoming days off october phone number please consider environment print date tuesday october pm hey how about installing pc id image,Network,IP Address,8/3/2016 14:51,Networking Team
expenses and oracle entity,entity hi teams please note paid old moved permanently back large submission make change back entity asap submit expense items saved please lose these items thank october entity hi expense report paid items amount regarding changing entity please make kind regards administrator,Software,Operating System,8/3/2016 14:53,Software Team
your password expire days,expire days hey client received way expires she ad automated change october expire days importance high hey please referring thank channel specialist vacation rentals cut off suite beach october expire days importance high dear expire days change pc press ctrl alt delete choose change thanks ext information electronic contain information confidential privileged otherwise protected by work product other rules solely individual entity originally intended electronic by anyone unauthorized intended recipient advised unauthorized review disclosure copying information action taken omitted taken reliance prohibited unlawful please notify immediately received electronic by mistake destroy copies believes attachments were free virus worm trojan horse malicious code other contaminants transmissions cannot secure error free attachments corrupted made incomplete during transmission by reading opening attachments recipient accepts responsibility viruses other defects arise taking remedial action relating viruses other defects neither nor affiliated entities liable loss damage arising way errors omissions contents attachments monitors outgoing communications content attachments purposes compliance training other purposes permitted by applicable,Network,VPN,8/3/2016 14:53,Networking Team
approval flow,flow contract va flow contract id care administrator,Inquiry / Help,Internal Application,8/3/2016 14:56,Support Team
suspicious received,suspicious received hi received suspicious unknown source which also contains needs done thanks best regards senior tester ext,Network,Wireless,8/3/2016 14:56,Networking Team
change management implementation notification,change hello please create assign update change once change approved by parties modifying approvers update please feel free add needed thanks,Software,Operating System,8/3/2016 14:57,Software Team
edit project settings file,file hi helped change configuration file please log please add file tomcat tomcat thank engineer,Network,VPN,8/3/2016 14:57,Networking Team
re request please change oracle the career for to be has been assigned to am oracle hr support,re please change has assigned hello please matter thank hello had under her please these please advise thank hello please these please advise thank great best regards analyst,Software,Email,8/3/2016 15:00,Software Team
new starter bogota,starter form complete october starter form complete dear please help completed form joining thank lead,Network,DNS,8/3/2016 15:00,Networking Team
new starter iii new,wednesday october pm re starter form iii completed attached regards starter form iii hi please help completion attached starter form join rd october,Database,MS SQL Server,8/3/2016 15:01,DB Team
query,re upgrade has started hello has upgraded performed manually by needed hard disk upgrade got rather than how upgrade thanks october upgrade has started hello find out announcements rollout upgrade started ago since then tried apply upgrade maybe,Hardware,Mouse,8/3/2016 15:01,Hardware Team
remove en from windows upgrade list,re upgrade os win sc hello understand affect pc way done update shown anymore update regards,Inquiry / Help,Antivirus,8/3/2016 15:03,Support Team
one calendar app,calendar app hi possible extract document calendar available events events calendar select content report based category name thank communication specialist,Inquiry / Help,Email,8/3/2016 15:03,Support Team
setting rules for outlook,setting rules dear please assign colleague he helping thank kind regards country,Database,MS SQL Server,8/3/2016 15:04,DB Team
new purchase po,purchase po dear purchased requested by please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video please explorer kind regards administrator,Network,Wireless,8/3/2016 15:04,Networking Team
new purchase po,purchase po dear purchased galaxy tempered glass screen protectors galaxy tempered glass screen protectors please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video please explorer kind regards administrator,Database,MS SQL Server,8/3/2016 15:07,DB Team
career added to the reports,added reports hi please reports inform find column after name thanks best regards application engineer october re added reports hi attached reports details ex details kind regards wednesday october added reports hi add column way mentioned take work also provide exact storage report order avoid making changes unnecessary reports thank hi rise please assign reports thanks best regards application engineer tuesday october pm added reports hi help assessing add column details report please let possible how takes add near column thank officer,Hardware,Memory,8/3/2016 15:07,Hardware Team
wants to access account documentation,wants documentation please accept decline requests,Hardware,Mouse,8/3/2016 15:09,Hardware Team
new starter,re thank tuesday october pm hello please fill date,Network,VPN,8/3/2016 15:09,Networking Team
provide address,re problem cables hi please provide port number switch where he his colleagues connected thank best regards engineer logo tuesday october problem cables hello assigned reference queue checked switches floor were powered having lights cable sockets please let further assist kind regards leader mobile,Software,Operating System,8/3/2016 15:09,Software Team
list for,hello help members needed thank head,Inquiry / Help,Internal Application,8/3/2016 15:09,Support Team
access to client,confluence client hello add client board board name view planning epics visible also added confluence added thanks,Network,DNS,8/3/2016 15:09,Networking Team
account,re upgrade process how free hi few questions proceeding recommendations please location possible missed sorry after updates enough left disk working files personal where store thanks senior analyst tuesday october upgrade process how free hello found out announcements rollout upgrade started ago receiving because drive enough perform upgrade process minimum requirement free advised follow next steps free drive move personal separate personal drive regarding work files please move onto storage available app located storage tools size folders files helpful tool easily identify biggest files folders available after file move please note member teams please apply upgrade yet kind regards ext,Network,VPN,8/3/2016 15:09,Networking Team
access to folder,folder dear folder bonus other accruals by way thanks,Inquiry / Help,Antivirus,8/3/2016 15:14,Support Team
device recovery report paper at internal path,device recovery report path printer details tray copier details tray scanner ready details model name device name comment floor host name name print name file name printer name zone name name computer name share name device good notified,Network,VPN,8/3/2016 15:14,Networking Team
new book,book hi book today bottom right task bar globe icon labeled select says problem connecting ignore thanks,Inquiry / Help,Antivirus,8/3/2016 15:15,Support Team
career coaches and line management lists,coaches lists hi please change name coaches also please make called include thank head,Hardware,Mouse,8/3/2016 15:15,Hardware Team
line manager or manager change,change hi please best regards analyst october change hello everyone please share details about how change thank senior developer mob zone,Inquiry / Help,Internal Application,8/3/2016 15:15,Support Team
device alert notification paper at internal path,device path printer details tray tray output copier details tray tray output scanner details unit left model name device name comment floor host name name print name file name printer name zone name name computer name share name device good notified,Database,MS SQL Server,8/3/2016 15:15,DB Team
line manager change,change hello help changing thank developer,Inquiry / Help,Email,8/3/2016 15:18,Support Team
install guide,allocation hello contacting regarding received much joining left install package which give instructions how whenever available area please assign license provide him install guide thank kind regards engineer,Database,Oracle,8/3/2016 15:18,DB Team
windows fresh install,re upgrade process how free hello schedule refresh instead upgrade thank tuesday october upgrade process how free hello found out announcements rollout upgrade started ago receiving because drive enough perform upgrade process minimum requirement free advised follow next steps free drive move personal separate personal drive regarding work files please move onto storage available app located storage tools size folders files helpful tool easily identify biggest files folders available after file move please note member teams please apply upgrade yet kind regards ext,Hardware,Disk,8/3/2016 15:19,Hardware Team
billing clone amendment,billing clone amendment hi amend clones scheduled please move clone schedule billing st october october source environment prod target environment clone reason needed cloning available prod by st thanks officer,Software,Email,8/3/2016 15:19,Software Team
cc owner for,owner dear kind map approver cost center dear please kind log thank best regards compliance,Database,Oracle,8/3/2016 15:24,DB Team
access to,hello va head,Database,DB2,8/3/2016 15:24,DB Team
project,hello software installed computer please help thanks officer,Inquiry / Help,Internal Application,8/3/2016 15:24,Support Team
free space for windows,re upgrade process how free hi today removed everything drive enough free installed also tool checked delete program files users program files program files thanks tuesday october upgrade process how free hello found out announcements rollout upgrade started ago receiving because drive enough perform upgrade process minimum requirement free advised follow next steps free drive move personal separate personal drive regarding work files please move onto storage available app located storage tools size folders files helpful tool easily identify biggest files folders available after file move please note member teams please apply upgrade yet kind regards ext,Database,DB2,8/3/2016 15:24,DB Team
new meeting button missing form outlook,hello after recent upgrade running rather than option create meeting which affecting productivity please asap thank head,Software,Email,8/3/2016 15:24,Software Team
windows installation on laptop,installation hi please reinstalled computer available fresh install also please allocate drive drive please advise finished thank senior developer mob zone,Software,Email,8/3/2016 15:24,Software Team
new purchase po,purchase po dear purchased type cable please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video please explorer kind regards administrator,Inquiry / Help,Antivirus,8/3/2016 15:25,Support Team
account,re upgrade process how free how drive head analysis planned days off st tuesday october upgrade process how free hello found out announcements rollout upgrade started ago receiving because drive enough perform upgrade process minimum requirement free advised follow next steps free drive move personal separate personal drive regarding work files please move onto storage available app located storage tools size folders files helpful tool easily identify biggest files folders available after file move please note member teams please apply upgrade yet kind regards ext,Software,Operating System,8/3/2016 15:25,Software Team
merge build remote connection,merge build remote dear reconfigure merge build deploy fails remote configuration changed old please assign directly working him resolution best regards,Inquiry / Help,Email,8/3/2016 15:31,Support Team
new starter hardware allocation,starter forms contractors herdman hi please help completion two attached starter forms join tomorrow october thank,Network,VPN,8/3/2016 15:31,Networking Team
editing right for events,editing right events dear colleagues please give editing rights events calendar thank specialist,Hardware,CPU,8/3/2016 15:37,Hardware Team
update lists,update lists hi please update lists please add add thank,Inquiry / Help,Antivirus,8/3/2016 15:37,Support Team
windows install,re upgrade process how free dear finished upgrading help thanks galaxy date upgrade process how free hello found out announcements rollout upgrade started ago receiving because drive enough perform upgrade process minimum requirement free advised follow next steps free drive move personal separate personal drive regarding work files please move onto storage available app located storage tools size folders files helpful tool easily identify biggest files folders available after file move please note member teams please apply upgrade yet kind regards ext,Inquiry / Help,Internal Application,8/3/2016 15:38,Support Team
access and permissions,permissions wednesday pm permissions dear please make user has same permissions ones colleague has thank,Network,DHCP,8/3/2016 15:38,Networking Team
oracle changes,changes hello updates required done please help these has changed must changed which anymore thank senior software developer zone,Network,VPN,8/3/2016 15:41,Networking Team
another,dear please attached never subscribed please let judgement wrong kind regards upcoming holidays,Hardware,Keyboard,8/3/2016 15:41,Hardware Team
new pas please re open,please re hi kindly ask re thank officer,Software,Operating System,8/3/2016 15:42,Software Team
reset and confluence password for,confluence hi colleague confluence conversation him seems he remember please both confluence name thank agile,Software,Operating System,8/3/2016 15:42,Software Team
new project code oracle,code hello please requests call thank kind regards tuesday october pm code good morning kindly code insights discovery form attached how quickly done please ideally forecasting done today extremely grateful thanks client engagement,Inquiry / Help,Antivirus,8/3/2016 15:44,Support Team
change of line manager for,change hi changing please let other thanks,Hardware,CPU,8/3/2016 15:44,Hardware Team
re issues,re issues hi please assign he requested card usage since experiencing issues thank engineer ext re issues hi thank raising too suffering because bandwidth issues bandwidth out moment expecting higher bandwidth process broadband sip trunk by chasing every written again moment insisting possible top priority also talked he provide card create helps least moment best director tuesday october issues hi experiencing serious issues affects work effectively release process client appreciate provide moment completely started personal phones thank cheers senior developer ext,Database,Oracle,8/3/2016 15:45,DB Team
advice needed access control domain account logs off after a while,control logs off after while has assigned hello please sr advice issue thank engineer friday october pm re control logs off after while has assigned hello these machines installed configured supported by teams software under also installed hardware teams help advice logged please advise thank senior engineer friday october pm control logs off after while has assigned please advised record number has assigned please review details take appropriate action description hello please investigate automatically logged off after period control after communication mentioned main lost problems building want mention created configured same os version everything user remains connected please fix policy find solution issue thanks summary control logs off after while number priority moderate assignment location please link kind regards ref msg,Network,IP Address,8/3/2016 15:45,Networking Team
templates to be updated,templates updated dear please update starter form transfer form follows grades added complete section added called testing two options drop down automation please let further details needed once thank lead,Hardware,Keyboard,8/3/2016 15:46,Hardware Team
new pipeline code,pipeline code hi setup pipeline code per attached thanks,Software,Email,8/3/2016 15:46,Software Team
remove me from list,hi working please thank front developer,Software,Email,8/3/2016 15:47,Software Team
paternity leaver form georgian,paternity leaver form hello please fill paternity form thank administration officer,Software,Operating System,8/3/2016 15:47,Software Team
ad admin account rights,ad rights hi please make has removing pc ad console best regards lead ext,Hardware,Memory,8/3/2016 15:48,Hardware Team
maternity leaver access card,maternity leaver form hi please assist completion attached maternity leaver form note technical assets handed over kind regards officer,Inquiry / Help,Internal Application,8/3/2016 15:48,Support Team
